clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
long_high_long-rep02__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,p,32,32,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-pizzicato__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep01__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep01__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep01__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep02__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,mf,64,64,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-pizzicato__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep01__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep01__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep01__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep02__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,pizzicato,real_counterfactual_primary,43,f,96,96,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-pizzicato__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep01__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep01__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep01__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep02__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,p,32,32,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep01__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep01__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep01__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep02__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,mf,64,64,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-mf__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep01__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,783129699631193259,20260826,long_high_long-rep01,1,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep01__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep01__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep02__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,3205758975103824288,20260826,long_high_long-rep02,2,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep02__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep02__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep03__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,8260705675710319947,20260826,long_high_long-rep03,3,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep03__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep03__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep04__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,1479089932150990109,20260826,long_high_long-rep04,4,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep04__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep04__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep05__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,1048861310561683284,20260826,long_high_long-rep05,5,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep05__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep05__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep06__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,1312400529811761307,20260826,long_high_long-rep06,6,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep06__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep06__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep07__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,8007516170939644700,20260826,long_high_long-rep07,7,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep07__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep07__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
long_high_long-rep08__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,long_high_long,long,high,long,legato_slur,real_counterfactual_primary,49,f,96,96,,1402403455823634827,20260826,long_high_long-rep08,8,1.0,1.0,120,81.0,True,0.75,data/midi/sweep/steps/n120/long_high_long-rep08__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/long_high_long-rep08__t-legato_slur__d-f__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep01__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,8916637503902644932,20260826,scale_mid_short-rep01,1,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep01__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep01__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep02__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,5772993731483631798,20260826,scale_mid_short-rep02,2,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep02__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep02__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep03__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,2703252911251744809,20260826,scale_mid_short-rep03,3,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep03__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep03__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep04__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,2671567752565276374,20260826,scale_mid_short-rep04,4,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep04__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep04__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep05__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,7415418296980324191,20260826,scale_mid_short-rep05,5,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep05__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep05__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
scale_mid_short-rep06__t-sustain__d-p__s-steps__w-wt10_wc10__n-120,model,VIOLET,sweep_steps,steps,scale_mid_short,scale,mid,short,sustain,real_counterfactual_primary,36,p,32,32,,6027264788678356307,20260826,scale_mid_short-rep06,6,1.0,1.0,120,,False,0.75,data/midi/sweep/steps/n120/scale_mid_short-rep06__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.mid,data/model_audio/sweep/scale_mid_short-rep06__t-sustain__d-p__s-steps__w-wt10_wc10__n-120.wav,planned
